,timestamp,lon,lat,tmpf,relh,drct,sknt,p01i,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,smps,sknt_E,sknt_N,smps_E,smps_N,tmpc,elevation,sigma,station,valid,skyc1,skyc2,skyc3,metar
19,1672449600,-176.646,51.878,36.2,92.94285714285715,330.0,7.0,0.0,,1600.0,2300.0,5000.0,,,,3.601108,-3.500000000000003,6.062177826491069,-1.8005540000000015,3.118651009771371,2.333333333333334,4.0,585663.3263837765,PADK,2022-12-31 01:20,SCT,BKN,OVC,PADK 310120Z AUTO 33007KT SCT016 BKN023 OVC050 02/01 A2874 RMK T00200010 MADISHF
20,1672449900,-176.646,51.878,36.03333333333333,92.98095238095239,340.0,5.0,0.0,,1300.0,2100.0,3000.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.2407407407407414,4.0,585663.3263837765,PADK,2022-12-31 01:25,SCT,SCT,BKN,PADK 310125Z AUTO 34005KT SCT013 SCT021 BKN030 02/01 A2874 RMK T00200010 MADISHF
21,1672450200,-176.646,51.878,35.86666666666667,93.01904761904761,330.0,5.0,0.0,,1300.0,2500.0,7500.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.148148148148149,4.0,585663.3263837765,PADK,2022-12-31 01:30,FEW,BKN,OVC,PADK 310130Z AUTO 33005KT FEW013 BKN025 OVC075 02/01 A2874 RMK T00200010 MADISHF
22,1672450500,-176.646,51.878,35.7,93.05714285714285,330.0,5.0,0.0,,1300.0,3000.0,7500.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.0555555555555562,4.0,585663.3263837765,PADK,2022-12-31 01:35,FEW,BKN,OVC,PADK 310135Z AUTO 33005KT FEW013 BKN030 OVC075 02/01 A2874 RMK T00200010 MADISHF
23,1672450680,-176.646,51.878,35.6,93.08,330.0,5.0,0.0,,1300.0,3000.0,8000.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 01:38,FEW,BKN,OVC,PADK 310138Z AUTO 33005KT FEW013 BKN030 OVC080 02/01 A2874 RMK AO2 PWINO FZRANO $
24,1672450800,-176.646,51.878,35.644444444444446,92.99888888888889,330.0,5.0,0.0,,2100.0,3000.0,8000.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.0246913580246924,4.0,585663.3263837765,PADK,2022-12-31 01:40,SCT,BKN,OVC,PADK 310140Z AUTO 33005KT SCT021 BKN030 OVC080 02/01 A2874 RMK T00200010 MADISHF
25,1672451100,-176.646,51.878,35.75555555555556,92.7961111111111,330.0,5.0,0.0,,1800.0,5000.0,8000.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.08641975308642,4.0,585663.3263837765,PADK,2022-12-31 01:45,FEW,BKN,OVC,PADK 310145Z AUTO 33005KT FEW018 BKN050 OVC080 02/01 A2874 RMK T00200010 MADISHF
26,1672451400,-176.646,51.878,35.86666666666667,92.59333333333333,350.0,5.0,0.0,,1900.0,2800.0,8000.0,,,,2.57222,-0.868240888334652,4.92403876506104,-0.4466613155584317,2.5331421984530618,2.1481481481481484,4.0,585663.3263837765,PADK,2022-12-31 01:50,BKN,BKN,OVC,PADK 310150Z AUTO 35005KT BKN019 BKN028 OVC080 02/01 A2874 RMK T00200010 MADISHF
27,1672451700,-176.646,51.878,35.977777777777774,92.39055555555555,340.0,5.0,0.0,,1600.0,2100.0,8000.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.2098765432098766,4.0,585663.3263837765,PADK,2022-12-31 01:55,SCT,BKN,OVC,PADK 310155Z AUTO 34005KT SCT016 BKN021 OVC080 02/01 A2874 RMK T00200010 MADISHF
28,1672451760,-176.646,51.878,36.0,92.35,350.0,7.0,0.0,,1600.0,2100.0,8000.0,,,,3.601108,-1.2155372436685128,6.893654271085456,-0.6253258417818044,3.546399077834286,2.2222222222222223,4.0,585663.3263837765,PADK,2022-12-31 01:56,BKN,BKN,OVC,PADK 310156Z AUTO 35007KT BKN016 BKN021 OVC080 02/01 A2874 RMK AO2 SLP731 T00220011 PWINO FZRANO $
29,1672452000,-176.646,51.878,35.964444444444446,92.41488888888888,340.0,5.0,0.0010256410256410256,,1100.0,1600.0,8000.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.2024691358024695,4.0,585663.3263837765,PADK,2022-12-31 02:00,FEW,BKN,OVC,PADK 310200Z AUTO 34005KT FEW011 BKN016 OVC080 02/01 A2874 RMK T00200010 MADISHF
30,1672452300,-176.646,51.878,35.92,92.496,340.0,2.0,0.002307692307692308,,1100.0,1600.0,8000.0,,,,1.028888,-0.6840402866513388,1.8793852415718162,-0.3519004212260613,0.9668384612151715,2.177777777777778,4.0,585663.3263837765,PADK,2022-12-31 02:05,FEW,BKN,OVC,PADK 310205Z AUTO 34002KT FEW011 BKN016 OVC080 02/01 A2874 RMK T00200010 MADISHF
31,1672452600,-176.646,51.878,35.87555555555556,92.57711111111111,330.0,5.0,0.0035897435897435897,,1400.0,1900.0,2400.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.1530864197530866,4.0,585663.3263837765,PADK,2022-12-31 02:10,SCT,BKN,OVC,PADK 310210Z AUTO 33005KT SCT014 BKN019 OVC024 02/01 A2873 RMK T00200010 MADISHF
32,1672452900,-176.646,51.878,35.83111111111111,92.65822222222222,340.0,5.0,0.004871794871794872,,1300.0,1800.0,2800.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.1283950617283955,4.0,585663.3263837765,PADK,2022-12-31 02:15,SCT,OVC,,PADK 310215Z AUTO 34005KT SCT013 OVC018 02/01 A2873 RMK T00200010 MADISHF
33,1672453200,-176.646,51.878,35.78666666666667,92.73933333333333,330.0,5.0,0.006153846153846154,,1400.0,2200.0,3200.0,,,,2.57222,-2.500000000000002,4.330127018922192,-1.2861100000000012,2.227607864122408,2.103703703703704,4.0,585663.3263837765,PADK,2022-12-31 02:20,BKN,BKN,OVC,PADK 310220Z AUTO 33005KT BKN014 BKN022 OVC032 02/01 A2873 RMK T00200010 CIG 7V19  MADISHF
34,1672453500,-176.646,51.878,35.742222222222225,92.82044444444445,290.0,2.0,0.0074358974358974365,,1100.0,1900.0,4000.0,,,,1.028888,-1.8793852415718166,0.6840402866513381,-0.9668384612151717,0.35190042122606097,2.079012345679013,4.0,585663.3263837765,PADK,2022-12-31 02:25,FEW,BKN,OVC,PADK 310225Z AUTO 29002KT FEW011 BKN019 OVC040 02/01 A2873 RMK T00200010 MADISHF
35,1672453800,-176.646,51.878,35.69777777777778,92.90155555555555,290.0,2.0,0.00871794871794872,,1100.0,1800.0,3100.0,,,,1.028888,-1.8793852415718166,0.6840402866513381,-0.9668384612151717,0.35190042122606097,2.0543209876543216,4.0,585663.3263837765,PADK,2022-12-31 02:30,FEW,SCT,BKN,PADK 310230Z AUTO 29002KT FEW011 SCT018 BKN031 02/01 A2873 RMK T00200010 MADISHF
36,1672454100,-176.646,51.878,35.653333333333336,92.98266666666666,330.0,4.0,0.01,,1300.0,2000.0,3300.0,,,,2.057776,-2.0000000000000018,3.4641016151377535,-1.028888000000001,1.7820862912979265,2.0296296296296306,4.0,585663.3263837765,PADK,2022-12-31 02:35,BKN,BKN,BKN,PADK 310235Z AUTO 33004KT BKN013 BKN020 BKN033 02/01 A2873 RMK P0001 T00200010 MADISHF
37,1672454400,-176.646,51.878,35.60888888888889,93.06377777777777,350.0,5.0,0.01,,1300.0,1800.0,3000.0,,,,2.57222,-0.868240888334652,4.92403876506104,-0.4466613155584317,2.5331421984530618,2.004938271604939,4.0,585663.3263837765,PADK,2022-12-31 02:40,BKN,BKN,OVC,PADK 310240Z AUTO 35005KT BKN013 BKN018 OVC030 02/01 A2873 RMK P0001 T00200010 MADISHF
38,1672454460,-176.646,51.878,35.6,93.08,340.0,5.0,0.01,,1300.0,1800.0,3300.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 02:41,BKN,BKN,OVC,PADK 310241Z AUTO 34005KT BKN013 BKN018 OVC033 02/01 A2873 RMK AO2 P0001 PWINO FZRANO $
39,1672454700,-176.646,51.878,35.70666666666667,92.88533333333334,350.0,5.0,0.01,,1300.0,1800.0,3000.0,,,,2.57222,-0.868240888334652,4.92403876506104,-0.4466613155584317,2.5331421984530618,2.05925925925926,4.0,585663.3263837765,PADK,2022-12-31 02:45,BKN,BKN,OVC,PADK 310245Z AUTO 35005KT BKN013 BKN018 OVC030 02/01 A2873 RMK P0001 T00200010 MADISHF
40,1672455000,-176.646,51.878,35.84,92.642,340.0,5.0,0.01,,1300.0,2800.0,2750.0,,,,2.57222,-1.7101007166283468,4.698463103929541,-0.8797510530651533,2.4170961530379285,2.1333333333333337,4.0,585663.3263837765,PADK,2022-12-31 02:50,BKN,BKN,,PADK 310250Z AUTO 34005KT BKN013 BKN028 02/01 A2873 RMK P0001 T00200010 MADISHF
41,1672455300,-176.646,51.878,35.973333333333336,92.39866666666666,320.0,5.0,0.01,,800.0,1300.0,2500.0,,,,2.57222,-3.213938048432698,3.8302222155948895,-1.6533911453879109,1.9704348374794975,2.2074074074074077,4.0,585663.3263837765,PADK,2022-12-31 02:55,FEW,BKN,OVC,PADK 310255Z AUTO 32005KT FEW008 BKN013 OVC025 02/01 A2873 RMK P0001 T00200010 MADISHF
42,1672455360,-176.646,51.878,36.0,92.35,330.0,6.0,0.01,,800.0,1300.0,2480.0,,,,3.086664,-3.0000000000000027,5.19615242270663,-1.5433320000000013,2.6731294369468896,2.2222222222222223,4.0,585663.3263837765,PADK,2022-12-31 02:56,FEW,OVC,,PADK 310256Z AUTO 33006KT FEW008 OVC013 02/01 A2873 RMK AO2 SLP730 P0001 60001 T00220011 56004 PWINO FZRANO $
43,1672455600,-176.646,51.878,35.86666666666667,92.59333333333333,320.0,4.0,0.006666666666666667,,800.0,1300.0,2400.0,,,,2.057776,-2.5711504387461583,3.0641777724759116,-1.3227129163103286,1.576347869983598,2.1481481481481484,4.0,585663.3263837765,PADK,2022-12-31 03:00,FEW,BKN,OVC,PADK 310300Z AUTO 32004KT FEW008 BKN013 OVC024 02/01 A2874 RMK T00200010 MADISHF
44,1672455900,-176.646,51.878,35.7,92.8975,290.0,4.0,0.0025000000000000005,,1000.0,1500.0,2600.0,,,,2.057776,-3.7587704831436333,1.3680805733026762,-1.9336769224303434,0.7038008424521219,2.0555555555555562,4.0,585663.3263837765,PADK,2022-12-31 03:05,SCT,BKN,OVC,PADK 310305Z AUTO 29004KT SCT010 BKN015 OVC026 02/01 A2874 RMK T00200010 MADISHF
45,1672456080,-176.646,51.878,35.6,93.08,290.0,4.0,0.0,,1000.0,1500.0,2600.0,,,,2.057776,-3.7587704831436333,1.3680805733026762,-1.9336769224303434,0.7038008424521219,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 03:08,SCT,BKN,OVC,PADK 310308Z AUTO 29004KT SCT010 BKN015 OVC026 02/01 A2874 RMK AO2 PWINO FZRANO $
46,1672456200,-176.646,51.878,35.6,93.08,290.0,4.0,0.0,,1000.0,2100.0,2600.0,,,,2.057776,-3.7587704831436333,1.3680805733026762,-1.9336769224303434,0.7038008424521219,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 03:10,BKN,BKN,OVC,PADK 310310Z AUTO 29004KT BKN010 BKN021 OVC026 02/01 A2874 RMK T00200010 MADISHF
47,1672456500,-176.646,51.878,35.6,93.08,290.0,4.0,0.0,,1000.0,1300.0,2400.0,,,,2.057776,-3.7587704831436333,1.3680805733026762,-1.9336769224303434,0.7038008424521219,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 03:15,SCT,BKN,OVC,PADK 310315Z AUTO 29004KT SCT010 BKN013 OVC024 02/01 A2874 RMK T00200010 MADISHF
48,1672456560,-176.646,51.878,35.6,93.08,290.0,4.0,0.0,,1000.0,1300.0,2600.0,,,,2.057776,-3.7587704831436333,1.3680805733026762,-1.9336769224303434,0.7038008424521219,2.000000000000001,4.0,585663.3263837765,PADK,2022-12-31 03:16,SCT,BKN,OVC,PADK 310316Z AUTO 29004KT SCT010 BKN013 OVC026 02/01 A2874 RMK AO2 PWINO FZRANO $
49,1672456800,-176.646,51.878,35.44,93.001,270.0,2.0,0.0,,1000.0,2600.0,3100.0,,,,1.028888,-2.0,-3.6739403974420594e-16,-1.028888,-1.8900365938216828e-16,1.9111111111111119,4.0,585663.3263837765,PADK,2022-12-31 03:20,BKN,BKN,OVC,PADK 310320Z AUTO 27002KT BKN010 BKN026 OVC031 02/01 A2874 RMK T00200010 CIG 7V15  MADISHF
50,1672457100,-176.646,51.878,35.24,92.90225,260.0,4.0,0.0,,1200.0,2600.0,3300.0,,,,2.057776,-3.939231012048832,-0.6945927106677213,-2.0265137587624493,-0.35732905244674523,1.8000000000000007,4.0,585663.3263837765,PADK,2022-12-31 03:25,BKN,BKN,OVC,PADK 310325Z AUTO 26004KT BKN012 BKN026 OVC033 01/01 A2874 RMK T00100010 MADISHF
51,1672457400,-176.646,51.878,35.04,92.8035,270.0,2.0,0.0,,1200.0,2600.0,3457.1428571428573,,,,1.028888,-2.0,-3.6739403974420594e-16,-1.028888,-1.8900365938216828e-16,1.6888888888888896,4.0,585663.3263837765,PADK,2022-12-31 03:30,BKN,OVC,,PADK 310330Z AUTO 27002KT BKN012 OVC026 01/00 A2874 RMK T00100000 MADISHF
52,1672457700,-176.646,51.878,34.84,92.70475,260.0,5.0,0.0,,1200.0,2300.0,3614.285714285714,,,,2.57222,-4.92403876506104,-0.8682408883346516,-2.5331421984530618,-0.4466613155584316,1.5777777777777784,4.0,585663.3263837765,PADK,2022-12-31 03:35,BKN,OVC,,PADK 310335Z AUTO 26005KT BKN012 OVC023 01/00 A2874 RMK T00100000 MADISHF
53,1672458000,-176.646,51.878,34.64,92.60600000000001,300.0,2.0,0.0,,1200.0,2100.0,3771.4285714285716,,,,1.028888,-1.7320508075688772,1.0,-0.8910431456489635,0.514444,1.466666666666667,4.0,585663.3263837765,PADK,2022-12-31 03:40,OVC,,,PADK 310340Z AUTO 30002KT OVC012 01/00 A2874 RMK T00100000 MADISHF
54,1672458300,-176.646,51.878,34.44,92.50725,290.0,2.0,0.0,,1400.0,1900.0,3928.5714285714284,,,,1.028888,-1.8793852415718166,0.6840402866513381,-0.9668384612151717,0.35190042122606097,1.3555555555555558,4.0,585663.3263837765,PADK,2022-12-31 03:45,BKN,OVC,,PADK 310345Z AUTO 29002KT BKN014 OVC019 01/00 A2874 RMK T00100000 MADISHF
55,1672458600,-176.646,51.878,34.24,92.4085,0.0,0.0,0.0,,1400.0,2100.0,4085.714285714286,,,,0.0,0.0,0.0,0.0,0.0,1.2444444444444447,4.0,585663.3263837765,PADK,2022-12-31 03:50,BKN,OVC,,PADK 310350Z AUTO 00000KT BKN014 OVC021 01/00 A2874 RMK T00100000 MADISHF
56,1672458900,-176.646,51.878,34.04,92.30975000000001,240.0,2.0,0.0,,1400.0,2300.0,4242.857142857143,,,,1.028888,-1.7320508075688767,-1.0000000000000009,-0.8910431456489633,-0.5144440000000005,1.1333333333333333,4.0,585663.3263837765,PADK,2022-12-31 03:55,BKN,OVC,,PADK 310355Z AUTO 24002KT BKN014 OVC023 01/00 A2874 RMK T00100000 MADISHF
57,1672458960,-176.646,51.878,34.0,92.29,250.0,3.0,0.0,,1400.0,2300.0,4274.285714285714,,,,1.543332,-2.819077862357725,-1.026060429977008,-1.4502576918227572,-0.5278506318390919,1.1111111111111112,4.0,585663.3263837765,PADK,2022-12-31 03:56,BKN,OVC,,PADK 310356Z AUTO 25003KT BKN014 OVC023 01/00 A2874 RMK AO2 SLP733 T00110000 PWINO FZRANO $
58,1672459200,-176.646,51.878,33.975,92.38250000000001,240.0,2.0,0.0,,1400.0,2100.0,4400.0,,,,1.028888,-1.7320508075688767,-1.0000000000000009,-0.8910431456489633,-0.5144440000000005,1.097222222222222,4.0,585663.3263837765,PADK,2022-12-31 04:00,BKN,BKN,OVC,PADK 310400Z AUTO 24002KT BKN014 BKN021 OVC044 01/00 A2874 RMK T00100000 MADISHF
59,1672459500,-176.646,51.878,33.94375,92.498125,260.0,2.0,0.0,,1400.0,2100.0,4354.0,,,,1.028888,-1.969615506024416,-0.34729635533386066,-1.0132568793812247,-0.17866452622337262,1.0798611111111107,4.0,585663.3263837765,PADK,2022-12-31 04:05,BKN,OVC,,PADK 310405Z AUTO 26002KT BKN014 OVC021 01/00 A2874 RMK T00100000 MADISHF
60,1672459800,-176.646,51.878,33.9125,92.61375000000001,0.0,0.0,0.0,,1400.0,2100.0,4308.0,,,,0.0,0.0,0.0,0.0,0.0,1.0624999999999993,4.0,585663.3263837765,PADK,2022-12-31 04:10,BKN,OVC,,PADK 310410Z AUTO 00000KT BKN014 OVC021 01/00 A2874 RMK T00100000 MADISHF
61,1672460100,-176.646,51.878,33.88125,92.729375,0.0,0.0,0.0,,1200.0,2100.0,4262.0,,,,0.0,0.0,0.0,0.0,0.0,1.045138888888888,4.0,585663.3263837765,PADK,2022-12-31 04:15,BKN,OVC,,PADK 310415Z AUTO 00000KT BKN012 OVC021 01/00 A2874 RMK T00100000 MADISHF
62,1672460400,-176.646,51.878,33.849999999999994,92.845,0.0,0.0,0.0,,1400.0,1750.0,4216.0,,,,0.0,0.0,0.0,0.0,0.0,1.0277777777777766,4.0,585663.3263837765,PADK,2022-12-31 04:20,OVC,,,PADK 310420Z AUTO 00000KT OVC014 01/00 A2874 RMK T00100000 MADISHF
63,1672460700,-176.646,51.878,33.818749999999994,92.96062500000001,0.0,0.0,0.0,,900.0,1400.0,4170.0,,,,0.0,0.0,0.0,0.0,0.0,1.0104166666666652,4.0,585663.3263837765,PADK,2022-12-31 04:25,FEW,OVC,,PADK 310425Z AUTO 00000KT FEW009 OVC014 01/00 A2874 RMK T00100000 MADISHF
64,1672460880,-176.646,51.878,33.8,93.03,0.0,0.0,0.0,,900.0,1400.0,4142.4,,,,0.0,0.0,0.0,0.0,0.0,0.9999999999999984,4.0,585663.3263837765,PADK,2022-12-31 04:28,FEW,OVC,,PADK 310428Z AUTO 00000KT FEW009 OVC014 01/00 A2875 RMK AO2 PWINO FZRANO $
65,1672461000,-176.646,51.878,33.81428571428571,92.97714285714287,0.0,0.0,0.0016666666666666666,,1400.0,1409.090909090909,4124.0,,,,0.0,0.0,0.0,0.0,0.0,1.0079365079365066,4.0,585663.3263837765,PADK,2022-12-31 04:30,OVC,,,PADK 310430Z AUTO 00000KT OVC014 01/00 A2875 RMK T00100000 MADISHF
66,1672461600,-176.646,51.878,33.885714285714286,92.71285714285715,220.0,2.0,0.01,,1200.0,1454.5454545454545,4032.0,,,,1.028888,-1.2855752193730785,-1.532088886237956,-0.661356458155164,-0.7881739349917991,1.0476190476190468,4.0,585663.3263837765,PADK,2022-12-31 04:40,OVC,,,PADK 310440Z AUTO 22002KT OVC012 01/00 A2875 RMK P0001 T00100000 VRB03KT  MADISHF
67,1672461900,-176.646,51.878,33.92142857142857,92.5807142857143,340.0,2.0,0.01,,1200.0,1477.2727272727273,3986.0,,,,1.028888,-0.6840402866513388,1.8793852415718162,-0.3519004212260613,0.9668384612151715,1.0674603174603168,4.0,585663.3263837765,PADK,2022-12-31 04:45,OVC,,,PADK 310445Z AUTO 34002KT OVC012 01/00 A2875 RMK P0001 T00100000 MADISHF
